experimentTag,experiment.modelId,scaleSize,evidenceId,evidenceLabel,evidenceTitle,rubricId,rubric.qualityStats,rubric.stages,abstained,decodedScores,expertAgreementProb
ecc-fascism-usa-trial-gpt-4.1,gpt-4.1,4,k57725xjq6zbvva7qkzyncrth580sr65,E5,Where’s the outrage?,jh7dvg3ca2bfng3qv926wam11h80v8qt,"{""discriminabilityScore"": 0.85, ""observabilityScore"": 0.9}","[{""criteria"": [""Single events or statements reflecting nationalist rhetoric"", ""No coordination between multiple institutions"", ""Unchanged existing legal frameworks"", ""Event reported as exceptional.""], ""label"": ""Isolated Incidents""}, {""criteria"": [""Multiple, separate events across regions"", ""Repeated use of exclusionary language by public officials"", ""New policy proposals echoing fascist-aligned themes"", ""Actions confined to subnational or local entities.""], ""label"": ""Emerging Patterns""}, {""criteria"": [""Consistent application of exclusionary or authoritarian policies by national institutions"", ""Coordinated messaging between government branches"", ""Shifts in law enforcement or judiciary practices matching fascist hallmarks"", ""Regular limitation of public dissent in multiple settings.""], ""label"": ""Institutional Alignment""}, {""criteria"": [""Nationwide adoption of policies with fascist-aligned characteristics"", ""Synchronization across all major institutions (executive, legislative, judiciary, security forces)"", ""Ongoing suppression of opposition via legal or extralegal means"", ""Frequent, centrally coordinated public messaging reinforcing fascist-aligned values.""], ""label"": ""Systematic National Pattern""}]",False,"[1, 2]",0.85
ecc-fascism-usa-trial-gpt-4.1,gpt-4.1,4,k57bmy54855mgvatcfje51x17n80rggf,E8,"As Trump Expands Imperial Aggression in Venezuela, Corporate Media Fall in Line",jh7dvg3ca2bfng3qv926wam11h80v8qt,"{""discriminabilityScore"": 0.85, ""observabilityScore"": 0.9}","[{""criteria"": [""Single events or statements reflecting nationalist rhetoric"", ""No coordination between multiple institutions"", ""Unchanged existing legal frameworks"", ""Event reported as exceptional.""], ""label"": ""Isolated Incidents""}, {""criteria"": [""Multiple, separate events across regions"", ""Repeated use of exclusionary language by public officials"", ""New policy proposals echoing fascist-aligned themes"", ""Actions confined to subnational or local entities.""], ""label"": ""Emerging Patterns""}, {""criteria"": [""Consistent application of exclusionary or authoritarian policies by national institutions"", ""Coordinated messaging between government branches"", ""Shifts in law enforcement or judiciary practices matching fascist hallmarks"", ""Regular limitation of public dissent in multiple settings.""], ""label"": ""Institutional Alignment""}, {""criteria"": [""Nationwide adoption of policies with fascist-aligned characteristics"", ""Synchronization across all major institutions (executive, legislative, judiciary, security forces)"", ""Ongoing suppression of opposition via legal or extralegal means"", ""Frequent, centrally coordinated public messaging reinforcing fascist-aligned values.""], ""label"": ""Systematic National Pattern""}]",False,[3],0.85
ecc-fascism-usa-trial-gpt-4.1,gpt-4.1,4,k574xvfx9vf33b2n0zdwvn1tg980r67r,E4,Surgical coup in the fascist backyard,jh7dvg3ca2bfng3qv926wam11h80v8qt,"{""discriminabilityScore"": 0.85, ""observabilityScore"": 0.9}","[{""criteria"": [""Single events or statements reflecting nationalist rhetoric"", ""No coordination between multiple institutions"", ""Unchanged existing legal frameworks"", ""Event reported as exceptional.""], ""label"": ""Isolated Incidents""}, {""criteria"": [""Multiple, separate events across regions"", ""Repeated use of exclusionary language by public officials"", ""New policy proposals echoing fascist-aligned themes"", ""Actions confined to subnational or local entities.""], ""label"": ""Emerging Patterns""}, {""criteria"": [""Consistent application of exclusionary or authoritarian policies by national institutions"", ""Coordinated messaging between government branches"", ""Shifts in law enforcement or judiciary practices matching fascist hallmarks"", ""Regular limitation of public dissent in multiple settings.""], ""label"": ""Institutional Alignment""}, {""criteria"": [""Nationwide adoption of policies with fascist-aligned characteristics"", ""Synchronization across all major institutions (executive, legislative, judiciary, security forces)"", ""Ongoing suppression of opposition via legal or extralegal means"", ""Frequent, centrally coordinated public messaging reinforcing fascist-aligned values.""], ""label"": ""Systematic National Pattern""}]",False,[2],0.8
ecc-fascism-usa-trial-gpt-4.1,gpt-4.1,4,k572jg0nf4h2ym44z7885a10q980rb0j,E1,Why Fascists Always Come for the Socialists First,jh75bwaxwz0rc73cyzdx4sw76980tq4b,"{""discriminabilityScore"": 0.8, ""observabilityScore"": 0.85}","[{""criteria"": [""Isolated endorsements by non-state actors"", ""Absence of government-driven policy shifts"", ""No sustained official rhetoric aligning with fascist principles.""], ""label"": ""Minimal Institutional Alignment""}, {""criteria"": [""Occasional government statements using nationalist or exclusionary rhetoric"", ""Sporadic policy shifts toward centralized authority"", ""Isolated instances of policing dissent"", ""Limited alignment between agencies on these issues.""], ""label"": ""Sporadic Official Alignment""}, {""criteria"": [""Recurring official rhetoric aligning with fascist themes"", ""Multiple sectors showing coordinated policy shifts"", ""Regular restriction of dissent in multiple regions or institutions"", ""Increased frequency of government actions targeting specific groups.""], ""label"": ""Patterned Institutional Behavior""}, {""criteria"": [""Consistent, cross-agency enforcement of policies reflecting fascist alignment"", ""Institutionalized suppression of opposition across most state sectors"", ""Comprehensive use of state media for aligned messaging"", ""High frequency of coordinated government actions promoting nationalist or exclusionary principles.""], ""label"": ""Systematic Institutional Integration""}]",False,"[3, 4]",0.95
ecc-fascism-usa-trial-gpt-4.1,gpt-4.1,4,k574de8fz4wnzs11ccpy0jqpad80stqj,E2,Being ‘American’,jh75bwaxwz0rc73cyzdx4sw76980tq4b,"{""discriminabilityScore"": 0.8, ""observabilityScore"": 0.85}","[{""criteria"": [""Isolated endorsements by non-state actors"", ""Absence of government-driven policy shifts"", ""No sustained official rhetoric aligning with fascist principles.""], ""label"": ""Minimal Institutional Alignment""}, {""criteria"": [""Occasional government statements using nationalist or exclusionary rhetoric"", ""Sporadic policy shifts toward centralized authority"", ""Isolated instances of policing dissent"", ""Limited alignment between agencies on these issues.""], ""label"": ""Sporadic Official Alignment""}, {""criteria"": [""Recurring official rhetoric aligning with fascist themes"", ""Multiple sectors showing coordinated policy shifts"", ""Regular restriction of dissent in multiple regions or institutions"", ""Increased frequency of government actions targeting specific groups.""], ""label"": ""Patterned Institutional Behavior""}, {""criteria"": [""Consistent, cross-agency enforcement of policies reflecting fascist alignment"", ""Institutionalized suppression of opposition across most state sectors"", ""Comprehensive use of state media for aligned messaging"", ""High frequency of coordinated government actions promoting nationalist or exclusionary principles.""], ""label"": ""Systematic Institutional Integration""}]",False,"[1, 2]",0.9
ecc-fascism-usa-trial-gpt-4.1,gpt-4.1,4,k57725xjq6zbvva7qkzyncrth580sr65,E5,Where’s the outrage?,jh75bwaxwz0rc73cyzdx4sw76980tq4b,"{""discriminabilityScore"": 0.8, ""observabilityScore"": 0.85}","[{""criteria"": [""Isolated endorsements by non-state actors"", ""Absence of government-driven policy shifts"", ""No sustained official rhetoric aligning with fascist principles.""], ""label"": ""Minimal Institutional Alignment""}, {""criteria"": [""Occasional government statements using nationalist or exclusionary rhetoric"", ""Sporadic policy shifts toward centralized authority"", ""Isolated instances of policing dissent"", ""Limited alignment between agencies on these issues.""], ""label"": ""Sporadic Official Alignment""}, {""criteria"": [""Recurring official rhetoric aligning with fascist themes"", ""Multiple sectors showing coordinated policy shifts"", ""Regular restriction of dissent in multiple regions or institutions"", ""Increased frequency of government actions targeting specific groups.""], ""label"": ""Patterned Institutional Behavior""}, {""criteria"": [""Consistent, cross-agency enforcement of policies reflecting fascist alignment"", ""Institutionalized suppression of opposition across most state sectors"", ""Comprehensive use of state media for aligned messaging"", ""High frequency of coordinated government actions promoting nationalist or exclusionary principles.""], ""label"": ""Systematic Institutional Integration""}]",False,"[1, 2]",0.85
ecc-fascism-usa-trial-gpt-4.1,gpt-4.1,4,k574xvfx9vf33b2n0zdwvn1tg980r67r,E4,Surgical coup in the fascist backyard,jh75bwaxwz0rc73cyzdx4sw76980tq4b,"{""discriminabilityScore"": 0.8, ""observabilityScore"": 0.85}","[{""criteria"": [""Isolated endorsements by non-state actors"", ""Absence of government-driven policy shifts"", ""No sustained official rhetoric aligning with fascist principles.""], ""label"": ""Minimal Institutional Alignment""}, {""criteria"": [""Occasional government statements using nationalist or exclusionary rhetoric"", ""Sporadic policy shifts toward centralized authority"", ""Isolated instances of policing dissent"", ""Limited alignment between agencies on these issues.""], ""label"": ""Sporadic Official Alignment""}, {""criteria"": [""Recurring official rhetoric aligning with fascist themes"", ""Multiple sectors showing coordinated policy shifts"", ""Regular restriction of dissent in multiple regions or institutions"", ""Increased frequency of government actions targeting specific groups.""], ""label"": ""Patterned Institutional Behavior""}, {""criteria"": [""Consistent, cross-agency enforcement of policies reflecting fascist alignment"", ""Institutionalized suppression of opposition across most state sectors"", ""Comprehensive use of state media for aligned messaging"", ""High frequency of coordinated government actions promoting nationalist or exclusionary principles.""], ""label"": ""Systematic Institutional Integration""}]",False,"[2, 3]",0.85
ecc-fascism-usa-trial-gpt-4.1,gpt-4.1,4,k574wzan7ncyvd1ww0rjgffrtn80r6f4,E3,The most significant question for Trump’s America in 2026: What sticks?,jh75bwaxwz0rc73cyzdx4sw76980tq4b,"{""discriminabilityScore"": 0.8, ""observabilityScore"": 0.85}","[{""criteria"": [""Isolated endorsements by non-state actors"", ""Absence of government-driven policy shifts"", ""No sustained official rhetoric aligning with fascist principles.""], ""label"": ""Minimal Institutional Alignment""}, {""criteria"": [""Occasional government statements using nationalist or exclusionary rhetoric"", ""Sporadic policy shifts toward centralized authority"", ""Isolated instances of policing dissent"", ""Limited alignment between agencies on these issues.""], ""label"": ""Sporadic Official Alignment""}, {""criteria"": [""Recurring official rhetoric aligning with fascist themes"", ""Multiple sectors showing coordinated policy shifts"", ""Regular restriction of dissent in multiple regions or institutions"", ""Increased frequency of government actions targeting specific groups.""], ""label"": ""Patterned Institutional Behavior""}, {""criteria"": [""Consistent, cross-agency enforcement of policies reflecting fascist alignment"", ""Institutionalized suppression of opposition across most state sectors"", ""Comprehensive use of state media for aligned messaging"", ""High frequency of coordinated government actions promoting nationalist or exclusionary principles.""], ""label"": ""Systematic Institutional Integration""}]",False,[2],0.85
ecc-fascism-usa-trial-gpt-4.1,gpt-4.1,4,k577ar6sd8zrs3wtx5azjf6vy180s3cx,E6,"Colombia, Cuba and Mexico: Are these Trump's next targets?",jh75bwaxwz0rc73cyzdx4sw76980tq4b,"{""discriminabilityScore"": 0.8, ""observabilityScore"": 0.85}","[{""criteria"": [""Isolated endorsements by non-state actors"", ""Absence of government-driven policy shifts"", ""No sustained official rhetoric aligning with fascist principles.""], ""label"": ""Minimal Institutional Alignment""}, {""criteria"": [""Occasional government statements using nationalist or exclusionary rhetoric"", ""Sporadic policy shifts toward centralized authority"", ""Isolated instances of policing dissent"", ""Limited alignment between agencies on these issues.""], ""label"": ""Sporadic Official Alignment""}, {""criteria"": [""Recurring official rhetoric aligning with fascist themes"", ""Multiple sectors showing coordinated policy shifts"", ""Regular restriction of dissent in multiple regions or institutions"", ""Increased frequency of government actions targeting specific groups.""], ""label"": ""Patterned Institutional Behavior""}, {""criteria"": [""Consistent, cross-agency enforcement of policies reflecting fascist alignment"", ""Institutionalized suppression of opposition across most state sectors"", ""Comprehensive use of state media for aligned messaging"", ""High frequency of coordinated government actions promoting nationalist or exclusionary principles.""], ""label"": ""Systematic Institutional Integration""}]",False,[2],0.85
ecc-fascism-usa-trial-gpt-4.1,gpt-4.1,4,k577ar6sd8zrs3wtx5azjf6vy180s3cx,E6,"Colombia, Cuba and Mexico: Are these Trump's next targets?",jh7dvg3ca2bfng3qv926wam11h80v8qt,"{""discriminabilityScore"": 0.85, ""observabilityScore"": 0.9}","[{""criteria"": [""Single events or statements reflecting nationalist rhetoric"", ""No coordination between multiple institutions"", ""Unchanged existing legal frameworks"", ""Event reported as exceptional.""], ""label"": ""Isolated Incidents""}, {""criteria"": [""Multiple, separate events across regions"", ""Repeated use of exclusionary language by public officials"", ""New policy proposals echoing fascist-aligned themes"", ""Actions confined to subnational or local entities.""], ""label"": ""Emerging Patterns""}, {""criteria"": [""Consistent application of exclusionary or authoritarian policies by national institutions"", ""Coordinated messaging between government branches"", ""Shifts in law enforcement or judiciary practices matching fascist hallmarks"", ""Regular limitation of public dissent in multiple settings.""], ""label"": ""Institutional Alignment""}, {""criteria"": [""Nationwide adoption of policies with fascist-aligned characteristics"", ""Synchronization across all major institutions (executive, legislative, judiciary, security forces)"", ""Ongoing suppression of opposition via legal or extralegal means"", ""Frequent, centrally coordinated public messaging reinforcing fascist-aligned values.""], ""label"": ""Systematic National Pattern""}]",False,"[1, 2]",0.9
ecc-fascism-usa-trial-gpt-4.1,gpt-4.1,4,k57bmy54855mgvatcfje51x17n80rggf,E8,"As Trump Expands Imperial Aggression in Venezuela, Corporate Media Fall in Line",jh75bwaxwz0rc73cyzdx4sw76980tq4b,"{""discriminabilityScore"": 0.8, ""observabilityScore"": 0.85}","[{""criteria"": [""Isolated endorsements by non-state actors"", ""Absence of government-driven policy shifts"", ""No sustained official rhetoric aligning with fascist principles.""], ""label"": ""Minimal Institutional Alignment""}, {""criteria"": [""Occasional government statements using nationalist or exclusionary rhetoric"", ""Sporadic policy shifts toward centralized authority"", ""Isolated instances of policing dissent"", ""Limited alignment between agencies on these issues.""], ""label"": ""Sporadic Official Alignment""}, {""criteria"": [""Recurring official rhetoric aligning with fascist themes"", ""Multiple sectors showing coordinated policy shifts"", ""Regular restriction of dissent in multiple regions or institutions"", ""Increased frequency of government actions targeting specific groups.""], ""label"": ""Patterned Institutional Behavior""}, {""criteria"": [""Consistent, cross-agency enforcement of policies reflecting fascist alignment"", ""Institutionalized suppression of opposition across most state sectors"", ""Comprehensive use of state media for aligned messaging"", ""High frequency of coordinated government actions promoting nationalist or exclusionary principles.""], ""label"": ""Systematic Institutional Integration""}]",False,"[2, 3]",0.85
ecc-fascism-usa-trial-gpt-4.1,gpt-4.1,4,k57a26ypts9ehmw0m5xa76f76n80say9,E7,Free the Maduros! Jail Trump!,jh75bwaxwz0rc73cyzdx4sw76980tq4b,"{""discriminabilityScore"": 0.8, ""observabilityScore"": 0.85}","[{""criteria"": [""Isolated endorsements by non-state actors"", ""Absence of government-driven policy shifts"", ""No sustained official rhetoric aligning with fascist principles.""], ""label"": ""Minimal Institutional Alignment""}, {""criteria"": [""Occasional government statements using nationalist or exclusionary rhetoric"", ""Sporadic policy shifts toward centralized authority"", ""Isolated instances of policing dissent"", ""Limited alignment between agencies on these issues.""], ""label"": ""Sporadic Official Alignment""}, {""criteria"": [""Recurring official rhetoric aligning with fascist themes"", ""Multiple sectors showing coordinated policy shifts"", ""Regular restriction of dissent in multiple regions or institutions"", ""Increased frequency of government actions targeting specific groups.""], ""label"": ""Patterned Institutional Behavior""}, {""criteria"": [""Consistent, cross-agency enforcement of policies reflecting fascist alignment"", ""Institutionalized suppression of opposition across most state sectors"", ""Comprehensive use of state media for aligned messaging"", ""High frequency of coordinated government actions promoting nationalist or exclusionary principles.""], ""label"": ""Systematic Institutional Integration""}]",False,"[2, 3]",0.65
ecc-fascism-usa-trial-gpt-4.1,gpt-4.1,4,k57e7way6hhvgfhh944qzqzptd80sb4h,E9,Critical Education in the Age of Trump’s Fascist Politics,jh75bwaxwz0rc73cyzdx4sw76980tq4b,"{""discriminabilityScore"": 0.8, ""observabilityScore"": 0.85}","[{""criteria"": [""Isolated endorsements by non-state actors"", ""Absence of government-driven policy shifts"", ""No sustained official rhetoric aligning with fascist principles.""], ""label"": ""Minimal Institutional Alignment""}, {""criteria"": [""Occasional government statements using nationalist or exclusionary rhetoric"", ""Sporadic policy shifts toward centralized authority"", ""Isolated instances of policing dissent"", ""Limited alignment between agencies on these issues.""], ""label"": ""Sporadic Official Alignment""}, {""criteria"": [""Recurring official rhetoric aligning with fascist themes"", ""Multiple sectors showing coordinated policy shifts"", ""Regular restriction of dissent in multiple regions or institutions"", ""Increased frequency of government actions targeting specific groups.""], ""label"": ""Patterned Institutional Behavior""}, {""criteria"": [""Consistent, cross-agency enforcement of policies reflecting fascist alignment"", ""Institutionalized suppression of opposition across most state sectors"", ""Comprehensive use of state media for aligned messaging"", ""High frequency of coordinated government actions promoting nationalist or exclusionary principles.""], ""label"": ""Systematic Institutional Integration""}]",False,"[2, 3]",0.85
ecc-fascism-usa-trial-gpt-4.1,gpt-4.1,4,k574wzan7ncyvd1ww0rjgffrtn80r6f4,E3,The most significant question for Trump’s America in 2026: What sticks?,jh7f8tw2gcsaqxfyj7bw1m941n80v7bh,"{""discriminabilityScore"": 0.85, ""observabilityScore"": 0.9}","[{""criteria"": [""Single events reported with no recurrence"", ""uncoordinated actions by individuals or small groups"", ""no official endorsement or replication"", ""events not linked to policy changes"", ""rare references in political discourse.""], ""label"": ""Isolated Incidents""}, {""criteria"": [""Multiple events within a limited timeframe"", ""actions by disparate actors showing partial rhetorical alignment"", ""sporadic involvement from lower-level officials"", ""occasional policy proposals reflecting similar themes"", ""increased media reporting suggests rising frequency.""], ""label"": ""Recurrent Episodes""}, {""criteria"": [""Repeated actions by multiple government branches or officials"", ""policy shifts aligned with central themes across sectors"", ""public statements by national leadership echo similar rhetoric"", ""formal alliances or coalitions supporting aligned agendas"", ""coverage shows recognized pattern by major outlets.""], ""label"": ""Coordinated Patterns""}, {""criteria"": [""Enactment of laws consistently reflecting stated themes"", ""broad civil institution participation in aligned activities"", ""sustained public events or campaigns promoted by leadership"", ""coordination across national and local government levels"", ""evidence of systematic implementation over time.""], ""label"": ""Institutionalized Alignment""}]",False,"[2, 3]",0.85
ecc-fascism-usa-trial-gpt-4.1,gpt-4.1,4,k574de8fz4wnzs11ccpy0jqpad80stqj,E2,Being ‘American’,jh7f8tw2gcsaqxfyj7bw1m941n80v7bh,"{""discriminabilityScore"": 0.85, ""observabilityScore"": 0.9}","[{""criteria"": [""Single events reported with no recurrence"", ""uncoordinated actions by individuals or small groups"", ""no official endorsement or replication"", ""events not linked to policy changes"", ""rare references in political discourse.""], ""label"": ""Isolated Incidents""}, {""criteria"": [""Multiple events within a limited timeframe"", ""actions by disparate actors showing partial rhetorical alignment"", ""sporadic involvement from lower-level officials"", ""occasional policy proposals reflecting similar themes"", ""increased media reporting suggests rising frequency.""], ""label"": ""Recurrent Episodes""}, {""criteria"": [""Repeated actions by multiple government branches or officials"", ""policy shifts aligned with central themes across sectors"", ""public statements by national leadership echo similar rhetoric"", ""formal alliances or coalitions supporting aligned agendas"", ""coverage shows recognized pattern by major outlets.""], ""label"": ""Coordinated Patterns""}, {""criteria"": [""Enactment of laws consistently reflecting stated themes"", ""broad civil institution participation in aligned activities"", ""sustained public events or campaigns promoted by leadership"", ""coordination across national and local government levels"", ""evidence of systematic implementation over time.""], ""label"": ""Institutionalized Alignment""}]",False,"[1, 2]",0.9
ecc-fascism-usa-trial-gpt-4.1,gpt-4.1,4,k574de8fz4wnzs11ccpy0jqpad80stqj,E2,Being ‘American’,jh70qetbe9xfzhzpjb4w7dw11180tnhn,"{""discriminabilityScore"": 0.75, ""observabilityScore"": 0.8}","[{""criteria"": [""Single or rare reported cases"", ""No recurring pattern"", ""No policy or law changes""], ""label"": ""Isolated Incidents""}, {""criteria"": [""Multiple independent reports"", ""Emerging but uncoordinated incidents"", ""Occasional alignment of messaging"", ""Limited policy discussions""], ""label"": ""Recurring Patterns""}, {""criteria"": [""Government-led or sanctioned actions"", ""Public calls for alignment by leaders"", ""Introduction of relevant legislation"", ""Multiple agencies involved""], ""label"": ""Coordinated Institutional Shift""}, {""criteria"": [""Widespread legal implementation"", ""Routine state enforcement"", ""Frequent public mass mobilization"", ""Explicit cross-institutional coordination"", ""Institutionalization in official policy""], ""label"": ""Systematic Enforcement and Normalization""}]",False,[1],0.95
ecc-fascism-usa-trial-gpt-4.1,gpt-4.1,4,k577ar6sd8zrs3wtx5azjf6vy180s3cx,E6,"Colombia, Cuba and Mexico: Are these Trump's next targets?",jh7f8tw2gcsaqxfyj7bw1m941n80v7bh,"{""discriminabilityScore"": 0.85, ""observabilityScore"": 0.9}","[{""criteria"": [""Single events reported with no recurrence"", ""uncoordinated actions by individuals or small groups"", ""no official endorsement or replication"", ""events not linked to policy changes"", ""rare references in political discourse.""], ""label"": ""Isolated Incidents""}, {""criteria"": [""Multiple events within a limited timeframe"", ""actions by disparate actors showing partial rhetorical alignment"", ""sporadic involvement from lower-level officials"", ""occasional policy proposals reflecting similar themes"", ""increased media reporting suggests rising frequency.""], ""label"": ""Recurrent Episodes""}, {""criteria"": [""Repeated actions by multiple government branches or officials"", ""policy shifts aligned with central themes across sectors"", ""public statements by national leadership echo similar rhetoric"", ""formal alliances or coalitions supporting aligned agendas"", ""coverage shows recognized pattern by major outlets.""], ""label"": ""Coordinated Patterns""}, {""criteria"": [""Enactment of laws consistently reflecting stated themes"", ""broad civil institution participation in aligned activities"", ""sustained public events or campaigns promoted by leadership"", ""coordination across national and local government levels"", ""evidence of systematic implementation over time.""], ""label"": ""Institutionalized Alignment""}]",False,"[2, 3]",0.35
ecc-fascism-usa-trial-gpt-4.1,gpt-4.1,4,k572jg0nf4h2ym44z7885a10q980rb0j,E1,Why Fascists Always Come for the Socialists First,jh7f8tw2gcsaqxfyj7bw1m941n80v7bh,"{""discriminabilityScore"": 0.85, ""observabilityScore"": 0.9}","[{""criteria"": [""Single events reported with no recurrence"", ""uncoordinated actions by individuals or small groups"", ""no official endorsement or replication"", ""events not linked to policy changes"", ""rare references in political discourse.""], ""label"": ""Isolated Incidents""}, {""criteria"": [""Multiple events within a limited timeframe"", ""actions by disparate actors showing partial rhetorical alignment"", ""sporadic involvement from lower-level officials"", ""occasional policy proposals reflecting similar themes"", ""increased media reporting suggests rising frequency.""], ""label"": ""Recurrent Episodes""}, {""criteria"": [""Repeated actions by multiple government branches or officials"", ""policy shifts aligned with central themes across sectors"", ""public statements by national leadership echo similar rhetoric"", ""formal alliances or coalitions supporting aligned agendas"", ""coverage shows recognized pattern by major outlets.""], ""label"": ""Coordinated Patterns""}, {""criteria"": [""Enactment of laws consistently reflecting stated themes"", ""broad civil institution participation in aligned activities"", ""sustained public events or campaigns promoted by leadership"", ""coordination across national and local government levels"", ""evidence of systematic implementation over time.""], ""label"": ""Institutionalized Alignment""}]",False,"[2, 3, 4]",0.95
ecc-fascism-usa-trial-gpt-4.1,gpt-4.1,4,k57bmy54855mgvatcfje51x17n80rggf,E8,"As Trump Expands Imperial Aggression in Venezuela, Corporate Media Fall in Line",jh7f8tw2gcsaqxfyj7bw1m941n80v7bh,"{""discriminabilityScore"": 0.85, ""observabilityScore"": 0.9}","[{""criteria"": [""Single events reported with no recurrence"", ""uncoordinated actions by individuals or small groups"", ""no official endorsement or replication"", ""events not linked to policy changes"", ""rare references in political discourse.""], ""label"": ""Isolated Incidents""}, {""criteria"": [""Multiple events within a limited timeframe"", ""actions by disparate actors showing partial rhetorical alignment"", ""sporadic involvement from lower-level officials"", ""occasional policy proposals reflecting similar themes"", ""increased media reporting suggests rising frequency.""], ""label"": ""Recurrent Episodes""}, {""criteria"": [""Repeated actions by multiple government branches or officials"", ""policy shifts aligned with central themes across sectors"", ""public statements by national leadership echo similar rhetoric"", ""formal alliances or coalitions supporting aligned agendas"", ""coverage shows recognized pattern by major outlets.""], ""label"": ""Coordinated Patterns""}, {""criteria"": [""Enactment of laws consistently reflecting stated themes"", ""broad civil institution participation in aligned activities"", ""sustained public events or campaigns promoted by leadership"", ""coordination across national and local government levels"", ""evidence of systematic implementation over time.""], ""label"": ""Institutionalized Alignment""}]",False,[1],0.85
ecc-fascism-usa-trial-gpt-4.1,gpt-4.1,4,k57e7way6hhvgfhh944qzqzptd80sb4h,E9,Critical Education in the Age of Trump’s Fascist Politics,jh7f8tw2gcsaqxfyj7bw1m941n80v7bh,"{""discriminabilityScore"": 0.85, ""observabilityScore"": 0.9}","[{""criteria"": [""Single events reported with no recurrence"", ""uncoordinated actions by individuals or small groups"", ""no official endorsement or replication"", ""events not linked to policy changes"", ""rare references in political discourse.""], ""label"": ""Isolated Incidents""}, {""criteria"": [""Multiple events within a limited timeframe"", ""actions by disparate actors showing partial rhetorical alignment"", ""sporadic involvement from lower-level officials"", ""occasional policy proposals reflecting similar themes"", ""increased media reporting suggests rising frequency.""], ""label"": ""Recurrent Episodes""}, {""criteria"": [""Repeated actions by multiple government branches or officials"", ""policy shifts aligned with central themes across sectors"", ""public statements by national leadership echo similar rhetoric"", ""formal alliances or coalitions supporting aligned agendas"", ""coverage shows recognized pattern by major outlets.""], ""label"": ""Coordinated Patterns""}, {""criteria"": [""Enactment of laws consistently reflecting stated themes"", ""broad civil institution participation in aligned activities"", ""sustained public events or campaigns promoted by leadership"", ""coordination across national and local government levels"", ""evidence of systematic implementation over time.""], ""label"": ""Institutionalized Alignment""}]",False,"[2, 3, 4]",0.85
ecc-fascism-usa-trial-gpt-4.1,gpt-4.1,4,k574xvfx9vf33b2n0zdwvn1tg980r67r,E4,Surgical coup in the fascist backyard,jh7f8tw2gcsaqxfyj7bw1m941n80v7bh,"{""discriminabilityScore"": 0.85, ""observabilityScore"": 0.9}","[{""criteria"": [""Single events reported with no recurrence"", ""uncoordinated actions by individuals or small groups"", ""no official endorsement or replication"", ""events not linked to policy changes"", ""rare references in political discourse.""], ""label"": ""Isolated Incidents""}, {""criteria"": [""Multiple events within a limited timeframe"", ""actions by disparate actors showing partial rhetorical alignment"", ""sporadic involvement from lower-level officials"", ""occasional policy proposals reflecting similar themes"", ""increased media reporting suggests rising frequency.""], ""label"": ""Recurrent Episodes""}, {""criteria"": [""Repeated actions by multiple government branches or officials"", ""policy shifts aligned with central themes across sectors"", ""public statements by national leadership echo similar rhetoric"", ""formal alliances or coalitions supporting aligned agendas"", ""coverage shows recognized pattern by major outlets.""], ""label"": ""Coordinated Patterns""}, {""criteria"": [""Enactment of laws consistently reflecting stated themes"", ""broad civil institution participation in aligned activities"", ""sustained public events or campaigns promoted by leadership"", ""coordination across national and local government levels"", ""evidence of systematic implementation over time.""], ""label"": ""Institutionalized Alignment""}]",False,"[2, 3]",0.85
ecc-fascism-usa-trial-gpt-4.1,gpt-4.1,4,k57725xjq6zbvva7qkzyncrth580sr65,E5,Where’s the outrage?,jh7f8tw2gcsaqxfyj7bw1m941n80v7bh,"{""discriminabilityScore"": 0.85, ""observabilityScore"": 0.9}","[{""criteria"": [""Single events reported with no recurrence"", ""uncoordinated actions by individuals or small groups"", ""no official endorsement or replication"", ""events not linked to policy changes"", ""rare references in political discourse.""], ""label"": ""Isolated Incidents""}, {""criteria"": [""Multiple events within a limited timeframe"", ""actions by disparate actors showing partial rhetorical alignment"", ""sporadic involvement from lower-level officials"", ""occasional policy proposals reflecting similar themes"", ""increased media reporting suggests rising frequency.""], ""label"": ""Recurrent Episodes""}, {""criteria"": [""Repeated actions by multiple government branches or officials"", ""policy shifts aligned with central themes across sectors"", ""public statements by national leadership echo similar rhetoric"", ""formal alliances or coalitions supporting aligned agendas"", ""coverage shows recognized pattern by major outlets.""], ""label"": ""Coordinated Patterns""}, {""criteria"": [""Enactment of laws consistently reflecting stated themes"", ""broad civil institution participation in aligned activities"", ""sustained public events or campaigns promoted by leadership"", ""coordination across national and local government levels"", ""evidence of systematic implementation over time.""], ""label"": ""Institutionalized Alignment""}]",False,"[2, 3]",0.7
